x,y,target
-0.3955671450276757,3.1292085639017437,0
-1.9582518230539625,3.617832219901947,0
-6.123296469168669,-3.1570857638362435,0
-4.930472771011074,-6.367808881993501,0
-4.991808676662388,-5.959914360293245,0
7.688598657468969,-7.60950593792017,0
2.628229267642007,-9.462149651409787,0
10.917891554927868,-4.242630367908934,0
5.550730429734055,-9.014572761812705,0
11.025499565593783,-4.556545648654906,0
-0.8804806478594389,3.347701200607579,0
-6.398665128443734,-0.9480308702371001,0
-1.6000165225451717,-8.890972166309897,0
10.583413519375226,-5.369714030180945,0
0.1892159765606981,-9.08201053632427,0
-4.12184551731773,-7.679281912370573,0
-6.217967732267309,-3.5816065705022813,0
-3.5505176635984372,-8.197937146504794,0
4.842571935574477,-8.938250853260937,0
-0.3481973185694579,-9.36684507544173,0
-4.520208755573742,-7.265446802671439,0
-6.063278264181558,-0.89308838103991,0
-5.592870508708738,1.670632811580408,0
-6.181257744150732,0.3590766244131953,0
5.267204325925775,-9.042953042874686,0
-6.262422041414316,0.29407978657181943,0
-6.117968997025081,-4.461633422174314,0
10.908776991932145,-4.925640363762055,0
12.334670513922974,-0.43926880367660437,0
-0.9821765447026434,-8.876921361194693,0
0.3053554137314334,3.100745188446101,0
-3.174328851906763,3.1319020978549217,0
-0.2501692559295639,-9.06899817406532,0
4.5167401080594445,-9.658001573574301,0
4.790739719371285,-9.325289829548897,0
12.303306300232148,-0.6890587388195873,0
-6.685701194901207,-2.3570104082260777,0
-6.516186944678,-0.9812834741400571,0
-0.10518153642474395,-9.870366241701916,0
11.2502867170516,-4.005008521296199,0
-1.5804329813822917,-9.079484115719179,0
1.7694150929170793,-9.316728117217403,0
12.09423775089941,-2.244429160026644,0
4.795842570820434,-9.595364756180874,0
5.832429352129954,-8.810644104453043,0
7.291369615146584,-8.242945627690423,0
8.100827802298591,-7.153501068866069,0
12.045791206566584,-2.7604656428743337,0
-4.755728846914169,2.189787122559942,0
-6.304508602326848,1.0465502896678438,0
-1.9852336350917252,-8.960316622259828,0
-4.390815816496276,-7.121925779379949,0
-6.2334293154140115,-4.343541492735991,0
-0.6144829452678345,-9.458340123655798,0
7.860014009669791,-7.565009293735436,0
9.925351599768016,-5.596575694988682,0
12.324362843857813,-1.8364784480555265,0
