x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,target
1.8372502985449333,-0.43666797887100817,-1.0223518033585028,-1.2931159646443575,-0.26801922887801943,1.1865416204047396,-0.21649429890579697,1.4029396118245838,-1.7966428574682767,1.1110912436923015,1
-1.7046888126183517,0.28472968922155273,-0.5479694871483822,0.1176210182557682,-1.8009280343315615,0.3300868528107568,0.8828738881350993,0.15497590668754624,-1.4868438504661023,0.6163714726955942,0
0.8239327196624804,-1.0085918118521051,0.5919064372301586,0.2910170174155615,-1.1852974389287936,1.7862402905576307,-1.0370094071796814,-0.46675531250193947,-1.3942343598380762,1.0244837025531681,0
-0.1198610371587403,-0.22313305368132097,-1.7714514868737283,0.23550619053338062,0.8481539901771957,0.14290792790087803,-1.4745124863067076,1.0530750647469733,-1.684617461066665,0.4829216092537334,0
0.9716976980271799,1.6352153310757909,-1.4479419023481164,-1.2126401201409434,1.9375949580073186,0.5068559504859143,1.1237465360362506,-0.5192464413974149,-0.4321165693087954,1.026033698605501,1
-1.4987623971841177,0.19297045644194233,-0.07667960041457134,1.940853974117171,1.5167631226273297,1.989801058589264,-0.6470287452588015,-0.5650733482518038,1.8411548837016305,0.2234785774107766,1
0.5949114838766807,0.22754087312706028,0.9840743347112442,1.6160161560174058,0.6443785609921737,-0.8488009020598755,-0.46019224341369735,1.1911411260400353,-0.8198823035663771,1.2683897192932467,1
1.3043821445584811,1.0822658791493032,-0.7044399072547405,0.15411035533053496,-0.8917390837971535,1.0672532809608866,-0.4776777015849265,-1.9200658055536115,-0.8747626929316055,0.26409649990136064,1
0.8455277070401679,-1.3513354779803133,0.4764535842114417,-1.2269936955179754,1.3771043457237675,-1.2708576713250146,0.3619659677829765,-0.7577118956522964,-0.6486702526838011,-0.2106582321722934,0
-0.18164723633970903,0.7190107289612837,-0.4755178700698295,0.40260471612138504,1.0647334015014285,0.6174209844357224,-1.3459380106879348,1.8983414394094282,0.21182000787326372,0.5794447713682289,0
-0.9837398708773422,1.8052607619900458,0.620264685817379,1.1686532172268547,0.9437427104482699,-0.5542595031646282,-1.5216255371394083,0.9796900739639485,1.8209113058783912,-1.380373816985761,1
